request = DwdObservationRequest(
    parameter=[DwdObservationDataset.CLIMATE_SUMMARY, DwdObservationDataset.SOLAR],
    resolution=DwdObservationResolution.DAILY,
    start_date="1990-01-01",
    end_date="2020-01-01",
).filter_by_station_id(station_id=[3, 1048])


"STATION","NAME","DATE","PRCP","SNWD","TMAX","TMIN"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-30","0.00",,"62","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-01","0.00","0.0","65","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-02","0.00","0.0","72","50"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-03","0.00","0.0","71","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-04","0.01","0.0","63","52"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-05","0.02","0.0","63","52"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-06","0.00","0.0","62","43"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-07","0.00","0.0","63","38"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-08","0.00","0.0","62","37"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-09","0.00","0.0","61","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-10","0.00","0.0","60","28"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-11","0.06","0.0","56","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-12","0.15","0.0","52","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-13","0.01","0.0","54","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-14","0.05","0.0","54","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-15","0.01","0.0","63","38"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-16","0.00","0.0","55","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-17","0.00","0.0","58","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-18","0.00","0.0","61","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-19","0.00","0.0","65","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-20","0.04","0.0","74","53"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-21","0.00","0.0","67","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-22","0.01","0.0","54","43"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-23","0.00","0.0","53","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-24","0.00","0.0","54","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-25","0.00","0.0","54","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-26","0.00","0.0","55","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-27","0.00","0.0","58","37"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-28","0.00","0.0","59","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-29","0.00","0.0","57","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-30","0.00","0.0","58","46"
"GME00121366","DRESDEN STREHLEN, GM","2021-10-31","0.00","0.0","60","49"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-01","0.90","0.0","52","47"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-02","0.03","0.0","54","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-03","0.13","0.0","53","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-04","0.72","0.0","47","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-05","0.19","0.0","47","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-06","0.00","0.0","53","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-07","0.01","0.0","52","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-08","0.02","0.0","51","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-09","0.00","0.0","53","38"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-10","0.00","0.0","48","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-11","0.00","0.0","48","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-12","0.00","0.0","45","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-13","0.00","0.0","47","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-14","0.00","0.0","49","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-15","0.00","0.0","44","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-16","0.00","0.0","51","30"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-17","0.00","0.0","46","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-18","0.00","0.0","51","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-19","0.00","0.0","52","48"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-20","0.00","0.0","52","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-21","0.04","0.0","46","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-22","0.00","0.0","45","29"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-23","0.01","0.0","43","26"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-24","0.00","0.0","44","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-25","0.00","0.0","38","27"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-26","0.00","0.0","42","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-27","0.00","0.0","41","29"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-28","0.00","0.0","38","29"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-29","0.02","0.0","38","28"
"GME00121366","DRESDEN STREHLEN, GM","2021-11-30","0.07","0.0","44","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-01","0.17","0.0","50","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-02","0.00","0.0","43","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-03","0.01","0.0","40","27"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-04","0.11","0.0","38","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-05","0.04","0.0","43","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-06","0.02","0.0","37","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-07","0.00","0.0","36","30"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-08","0.00","0.0","38","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-09","0.18","0.0","36","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-10","0.00","0.8","38","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-11","0.00","0.0","34","22"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-12","0.14","0.0","38","23"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-13","0.13","0.0","44","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-14","0.00","0.0","45","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-15","0.00","0.0","49","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-16","0.02","0.0","47","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-17","0.00","0.0","44","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-18","0.00","0.0","45","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-19","0.04","0.0","46","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-20","0.00","0.0","39","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-21","0.00","0.0","35","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-22","0.00","0.0","37","25"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-23","0.18","0.0","36","27"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-24","0.26","0.0","51","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-25","0.00","0.4","32","14"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-26","0.00","0.0","29","12"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-27","0.01","0.0","33","29"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-28","0.06","0.0","38","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-29","0.05","0.0","40","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-30","0.00","0.0","59","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-12-31","0.00","0.0","62","56"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-01","0.00","0.0","56","40"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-02","0.04","0.0","59","39"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-03","0.24","0.0","55","44"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-04","0.44","0.0","48","41"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-05","0.30","0.0","44","36"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-06","0.00","0.0","39","27"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-07","0.01","0.0","38","25"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-08","0.09","0.0","35","28"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-09","0.02","0.0","39","30"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-10","0.00","0.0","41","35"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-11","0.00","0.0","35","27"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-12","0.00","0.0","41","26"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-13","0.00","0.0","46","34"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-14","0.00","0.0","40","33"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-15","0.00","0.0","41","25"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-16","0.00","0.0","41","25"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-17","0.17","0.0","42","34"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-18","0.00","0.0","40","34"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-19","0.00","0.0","43","29"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-20","0.05","0.0","40","31"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-21","0.20","0.0","37","28"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-22","0.10","0.0","40","35"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-23","0.01","0.0","42","36"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-24","0.00","0.0","44","38"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-25","0.00","0.0","42","36"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-26","0.00","0.0","36","33"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-27","0.03","0.0","42","35"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-28","0.01","0.0","42","38"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-29","0.10","0.0","48","36"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-30","0.00","0.0","45","39"
"GME00121366","DRESDEN STREHLEN, GM","2022-01-31","0.21","0.0","39","33"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-01","0.09","0.0","43","34"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-02","0.00","0.0","44","36"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-03","0.07","0.0","43","30"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-04","0.02","0.0","48","40"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-05","0.02","0.0","45","38"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-06","0.17","0.0","49","39"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-07","0.02","0.0","44","35"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-08","0.00","0.0","47","38"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-09","0.00","0.0","50","47"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-10","0.17","0.0","56","40"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-11","0.11","0.0","42","35"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-12","0.00","0.0","44","27"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-13","0.00","0.0","51","28"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-14","0.00","0.0","47","33"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-15","0.00","0.0","53","36"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-16","0.31","0.0","58","38"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-17","0.02","0.0","60","43"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-18","0.10","0.0","57","42"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-19","0.03","0.0","49","41"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-20","0.06","0.0","51","38"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-21","0.07","0.0","53","37"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-22","0.06","0.0","47","40"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-23","0.00",,"51","33"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-24","0.04",,"54","26"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-25","0.01",,"46","37"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-26","0.00",,"44","37"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-27","0.00",,"49","27"
"GME00121366","DRESDEN STREHLEN, GM","2022-02-28","0.00","0.0","43","24"
